3486.71460 3.71713
3488.69458 3.31687
3490.67480 2.80587
3492.65527 2.75636
3494.63574 2.40037
3496.61646 2.18818
3498.59717 1.99363
3500.57812 1.87593
3502.55908 1.76651
3504.54028 1.72632
3506.52148 1.83443
3508.50293 2.0143
3510.48462 2.19849
3512.46631 2.06661
3514.44800 1.89742
3516.42993 1.90843
3518.41211 1.75715
3520.39429 1.68985
3522.37671 1.58568
3524.35913 1.56318
3526.34155 1.48882
3528.32422 1.45422
3530.30713 1.44789
3532.29004 1.44676
3534.27295 1.38704
3536.25610 1.45983
3538.23950 2.26675
3540.22290 3.62413
3542.20654 5.06354
3544.19019 5.70916
3546.17383 5.59337
3548.15771 4.95054
3550.14185 4.71877
3552.12598 5.00909
3554.11011 5.31889
3556.09448 5.181
3558.07886 4.58375
3560.06348 4.18692
3562.04834 3.72528
3564.03296 3.29767
3566.01807 2.98311
3568.00293 2.61388
3569.98828 2.45835
3571.97363 2.16206
3573.95898 2.09576
3575.94434 1.92408
3577.92993 1.8264
3579.91577 1.71044
3581.90161 1.5155
3583.88770 1.41633
3585.87378 1.33221
3587.85986 1.30917
3589.84619 1.43145
3591.83276 1.56729
3593.81909 1.62489
3595.80591 1.60029
3597.79248 1.54676
3599.77954 1.47817
3601.76636 1.43564
3603.75342 1.33482
3605.74072 1.28143
3607.72803 1.22573
3609.71533 1.26726
3611.70288 1.34837
3613.69043 1.97643
3615.67822 2.68034
3617.66602 3.37349
3619.65405 3.3235
3621.64185 3.10902
3623.63013 2.93582
3625.61816 2.81727
3627.60669 2.88335
3629.59497 3.36198
3631.58350 4.00621
3633.57202 4.35934
3635.56079 4.4185
3637.54956 4.20631
3639.53833 3.97859
3641.52734 3.68305
3643.51660 3.42677
3645.50562 3.10987
3647.49487 3.0675
3649.48438 2.974
3651.47363 2.99263
3653.46338 2.74918
3655.45288 2.71134
3657.44263 2.90596
3659.43237 3.04295
3661.42236 3.17163
3663.41235 3.11635
3665.40259 2.8373
3667.39282 2.41302
3669.38306 2.29503
3671.37329 2.18745
3673.36377 2.09447
3675.35449 1.85199
3677.34497 1.78732
3679.33569 1.6672
3681.32666 1.60012
3683.31763 1.60077
3685.30859 1.685
3687.29956 1.71872
3689.29077 1.78108
3691.28198 1.87364
3693.27344 1.90872
3695.26489 2.18112
3697.25635 2.90138
3699.24805 3.62825
3701.23975 4.02643
3703.23145 3.99155
3705.22339 3.63968
3707.21533 3.48505
3709.20728 3.28809
3711.19946 3.11976
3713.19165 2.99635
3715.18384 2.77077
3717.17627 2.50062
3719.16870 2.26136
3721.16138 2.19618
3723.15381 2.22317
3725.14648 2.37782
3727.13940 2.61116
3729.13208 3.11751
3731.12500 3.89717
3733.11816 4.61718
3735.11108 5.01084
3737.10425 5.41549
3739.09741 5.87967
3741.09082 5.87112
3743.08398 5.21304
3745.07764 4.52297
3747.07104 4.05893
3749.06445 3.94471
3751.05811 3.69533
3753.05176 3.74825
3755.04565 3.5162
3757.03955 3.36267
3759.03345 2.90915
3761.02734 2.67668
3763.02124 2.58145
3765.01538 2.45854
3767.00952 2.27777
3769.00366 2.42579
3770.99805 2.87749
3772.99243 3.18696
3774.98682 3.23614
3776.98145 3.11664
3778.97583 2.93043
3780.97046 2.75594
3782.96533 2.75833
3784.95996 2.69402
3786.95483 2.60169
3788.94971 2.84998
3790.94458 3.26596
3792.93970 3.4471
3794.93481 3.13947
3796.92993 2.84036
3798.92505 2.68243
3800.92041 2.69443
3802.91553 2.66138
3804.91089 2.52975
3806.90649 2.45073
3808.90186 2.5238
3810.89746 2.89977
3812.89282 3.51873
3814.88843 3.94924
3816.88428 3.89024
3818.87988 3.57702
3820.87573 3.4201
3822.87158 3.23886
3824.86743 3.2734
3826.86353 4.15818
3828.85938 5.56041
3830.85547 6.46992
3832.85181 6.22682
3834.84790 5.4169
3836.84424 4.72183
3838.84058 4.41567
3840.83691 4.30149
3842.83325 4.396
3844.82959 4.36586
3846.82617 4.13028
3848.82275 3.85677
3850.81934 3.54337
3852.81592 3.37675
3854.81274 3.13525
3856.80933 2.8537
3858.80615 2.71903
3860.80298 2.82357
3862.79980 2.93298
3864.79688 2.83123
3866.79370 2.61998
3868.79077 2.38866
3870.78784 2.22867
3872.78491 2.30728
3874.78198 2.52963
3876.77905 2.52124
3878.77637 2.25098
3880.77344 2.06303
3882.77100 2.00261
3884.76831 1.91607
3886.76562 1.84482
3888.76294 1.89687
3890.76050 2.03536
3892.75781 2.23838
3894.75537 2.37673
3896.75293 2.54681
3898.75049 2.72098
3900.74805 2.93099
3902.74585 3.45715
3904.74341 4.47119
3906.74121 5.34379
3908.73901 5.57677
3910.73682 5.42585
3912.73462 5.00255
3914.73267 4.5395
3916.73047 4.08087
3918.72827 3.60367
3920.72632 3.18104
3922.72437 2.94109
3924.72217 2.79632
3926.72021 2.66936
3928.71851 2.59301
3930.71655 2.60602
3932.71460 2.60202
3934.71265 2.48981
3936.71094 2.86253
3938.70923 3.58858
3940.70728 4.50522
3942.70557 4.78692
3944.70386 4.59624
3946.70215 4.24388
3948.70044 3.948
3950.69873 3.68364
3952.69727 3.52456
3954.69556 3.34556
3956.69409 3.09107
3958.69263 3.09127
3960.69092 2.96767
3962.68945 2.73327
3964.68799 2.35691
3966.68652 2.02338
3968.68506 1.97406
3970.68359 2.21364
3972.68237 2.79446
3974.68091 3.39515
3976.67944 3.69802
3978.67822 3.69949
3980.67676 3.59062
3982.67554 3.53263
3984.67407 3.34943
3986.67285 3.34904
3988.67163 3.25782
3990.67041 3.30615
3992.66919 3.0988
3994.66797 3.02939
3996.66675 3.13296
3998.66553 3.3511
4000.66431 3.36131
4002.66309 3.32089
4004.66187 3.49488
4006.66064 4.22234
4008.65942 4.76263
4010.65845 4.98354
4012.65723 4.81992
4014.65601 4.49663
4016.65503 4.28662
4018.65381 4.52799
4020.65283 4.71848
4022.65186 4.6002
4024.65063 4.27839
4026.64966 4.02694
4028.64844 3.9225
4030.64746 3.80887
4032.64648 3.60089
4034.64526 3.73445
4036.64429 3.89071
4038.64331 4.23954
4040.64209 4.87229
4042.64111 5.60367
4044.64014 6.39812
4046.63916 6.696
4048.63818 6.25926
4050.63696 5.31916
4052.63599 4.63189
4054.63501 4.32709
4056.63403 4.26555
4058.63281 4.42374
4060.63184 4.91092
4062.63086 5.74311
4064.62964 6.22328
4066.62866 6.21988
4068.62769 5.83448
4070.62671 5.33674
4072.62549 5.13255
4074.62451 5.37255
4076.62354 5.62249
4078.62231 5.7061
4080.62134 5.314
4082.62036 5.15323
4084.61914 5.02086
4086.61816 4.78377
4088.61694 4.47822
4090.61597 4.15825
4092.61475 4.06963
4094.61377 3.95639
4096.61230 3.95819
4098.61133 3.93659
4100.61035 3.6621
4102.60889 3.2946
4104.60791 3.23659
4106.60645 3.50649
4108.60547 3.62107
4110.60400 3.53366
4112.60254 3.48452
4114.60156 3.59261
4116.60010 3.57827
4118.59863 3.47506
4120.59766 3.71673
4122.59619 4.14064
4124.59473 4.46725
4126.59326 4.53594
4128.59229 4.43125
4130.59082 4.44846
4132.58936 4.56438
4134.58789 4.77231
4136.58643 4.77161
4138.58496 4.60113
4140.58350 4.1344
4142.58154 3.85191
4144.58008 3.81131
4146.57861 3.76062
4148.57715 3.57695
4150.57568 3.64841
4152.57373 4.13387
4154.57227 4.90378
4156.57031 5.18975
4158.56885 5.21259
4160.56689 5.26743
4162.56494 5.86904
4164.56348 6.43682
4166.56152 6.75381
4168.55957 6.68414
4170.55762 6.526
4172.55566 6.01366
4174.55371 5.57782
4176.55176 5.39238
4178.54980 5.25159
4180.54785 4.94588
4182.54590 4.60929
4184.54395 4.36401
4186.54150 4.16205
4188.53955 4.06863
4190.53760 4.14021
4192.53516 4.14056
4194.53271 3.89318
4196.53076 3.55837
4198.52832 3.4353
4200.52588 3.40145
4202.52344 3.34856
4204.52100 3.58997
4206.51855 3.819
4208.51611 3.99717
4210.51367 3.70011
4212.51123 3.48883
4214.50830 3.56808
4216.50586 3.50799
4218.50293 3.43606
4220.50049 3.18492
4222.49756 3.30615
4224.49463 3.2687
4226.49170 3.14863
4228.48877 3.06106
4230.48584 3.16356
4232.48291 3.36802
4234.47998 3.35653
4236.47705 3.33079
4238.47363 3.17587
4240.47070 3.06419
4242.46729 3.18114
4244.46387 3.83098
4246.46094 4.44847
4248.45752 4.60838
4250.45410 4.32808
4252.45068 4.11123
4254.44727 4.03806
4256.44336 4.03363
4258.43994 3.8826
4260.43652 3.68839
4262.43262 3.61014
4264.42871 3.72658
4266.42529 3.93827
4268.42139 3.93027
4270.41748 3.79078
4272.41357 3.67874
4274.40967 3.6672
4276.40527 3.68925
4278.40137 3.73306
4280.39697 3.67849
4282.39307 3.69156
4284.38867 3.63278
4286.38428 3.51267
4288.37988 3.30442
4290.37549 3.41445
4292.37109 3.65471
4294.36670 3.83709
4296.36182 3.75063
4298.35742 3.62868
4300.35254 3.33774
4302.34766 3.19945
4304.34326 3.247
4306.33838 3.64229
4308.33301 3.98207
4310.32812 4.24513
4312.32324 4.57898
4314.31787 4.92215
4316.31299 4.94442
4318.30762 4.74162
4320.30225 4.4577
4322.29688 3.98381
4324.29102 3.78648
4326.28564 3.59506
4328.28027 3.54251
4330.27441 3.43932
4332.26855 3.41598
4334.26318 3.45361
4336.25732 3.4002
4338.25098 3.26496
4340.24512 3.27529
4342.23926 3.42254
4344.23291 3.59715
4346.22656 3.86553
4348.22021 3.93978
4350.21387 3.82091
4352.20752 3.52453
4354.20117 4.00916
4356.19482 5.82454
4358.18799 7.32348
4360.18115 6.85173
4362.17432 5.02127
4364.16748 3.98559
4366.16064 3.83141
4368.15381 3.74095
4370.14648 3.63422
4372.13965 3.76198
4374.13232 4.19201
4376.12500 4.47328
4378.11768 4.40285
4380.11035 4.09875
4382.10254 3.87986
4384.09521 3.76154
4386.08740 3.69692
4388.07959 3.64378
4390.07178 3.6662
4392.06396 3.75839
4394.05566 3.88327
4396.04785 3.81379
4398.03955 3.98258
4400.03125 4.4146
4402.02295 4.95002
4404.01465 5.48913
4406.00586 5.85399
4407.99756 6.01457
4409.98877 6.03595
4411.97998 5.98559
4413.97119 6.05976
4415.96240 5.89628
4417.95312 5.94681
4419.94434 5.72513
4421.93506 5.63227
4423.92578 5.55424
4425.91650 5.43676
4427.90723 5.27333
4429.89795 5.14899
4431.88818 4.86877
4433.87842 4.6601
4435.86865 4.74475
4437.85889 5.02576
4439.84863 4.94709
4441.83838 4.72034
4443.82861 4.62986
4445.81836 4.6656
4447.80762 4.60699
4449.79736 4.3528
4451.78662 4.17359
4453.77637 3.96573
4455.76562 3.82459
4457.75439 3.84296
4459.74365 3.84931
4461.73242 3.77254
4463.72168 3.87073
4465.71045 3.9563
4467.69873 3.85068
4469.68750 3.6592
4471.67578 3.68589
4473.66455 3.92924
4475.65283 3.93985
4477.64062 3.79121
4479.62891 3.65438
